name,title
season,訪問季別
vq3,旅遊的月份
vq4_1,主要旅遊縣市1
vq4_2,主要旅遊縣市2
vq4_3,主要旅遊縣市3
vq4_4,主要旅遊縣市4
vq4_5,主要旅遊縣市5
vq4_6,主要旅遊縣市6
vq4_7,主要旅遊縣市7
vq4_8,主要旅遊縣市8
vq4_9,主要旅遊縣市9
vq4_10,主要旅遊縣市9
vq4_a1_1,新北市旅遊景點1
vq4_a1_2,新北市旅遊景點2
vq4_a1_3,新北市旅遊景點3
vq4_a1_4,新北市旅遊景點4
vq4_a1_5,新北市旅遊景點5
vq4_a1_6,新北市旅遊景點6
vq4_a1_7,新北市旅遊景點7
vq4_a1_8,新北市旅遊景點8
vq4_a1_9,新北市旅遊景點9
vq4_a1_10,新北市旅遊景點10
vq4_a2_1,宜蘭縣旅遊景點1
vq4_a2_2,宜蘭縣旅遊景點2
vq4_a2_3,宜蘭縣旅遊景點3
vq4_a2_4,宜蘭縣旅遊景點4
vq4_a2_5,宜蘭縣旅遊景點5
vq4_a2_6,宜蘭縣旅遊景點6
vq4_a2_7,宜蘭縣旅遊景點7
vq4_a2_8,宜蘭縣旅遊景點8
vq4_a2_9,宜蘭縣旅遊景點9
vq4_a2_10,宜蘭縣旅遊景點10
vq4_a3_1,桃園市旅遊景點1
vq4_a3_2,桃園市旅遊景點2
vq4_a3_3,桃園市旅遊景點3
vq4_a3_4,桃園市旅遊景點4
vq4_a3_5,桃園市旅遊景點5
vq4_a3_6,桃園市旅遊景點6
vq4_a3_7,桃園市旅遊景點7
vq4_a3_8,桃園市旅遊景點8
vq4_a3_9,桃園市旅遊景點9
vq4_a3_10,桃園市旅遊景點10
vq4_a4_1,新竹縣旅遊景點1
vq4_a4_2,新竹縣旅遊景點2
vq4_a4_3,新竹縣旅遊景點3
vq4_a4_4,新竹縣旅遊景點4
vq4_a4_5,新竹縣旅遊景點5
vq4_a4_6,新竹縣旅遊景點6
vq4_a4_7,新竹縣旅遊景點7
vq4_a4_8,新竹縣旅遊景點8
vq4_a4_9,新竹縣旅遊景點9
vq4_a4_10,新竹縣旅遊景點10
vq4_a5_1,苗栗縣旅遊景點1
vq4_a5_2,苗栗縣旅遊景點2
vq4_a5_3,苗栗縣旅遊景點3
vq4_a5_4,苗栗縣旅遊景點4
vq4_a5_5,苗栗縣旅遊景點5
vq4_a5_6,苗栗縣旅遊景點6
vq4_a5_7,苗栗縣旅遊景點7
vq4_a5_8,苗栗縣旅遊景點8
vq4_a5_9,苗栗縣旅遊景點9
vq4_a5_10,苗栗縣旅遊景點10
vq4_a6_1,彰化縣旅遊景點1
vq4_a6_2,彰化縣旅遊景點2
vq4_a6_3,彰化縣旅遊景點3
vq4_a6_4,彰化縣旅遊景點4
vq4_a6_5,彰化縣旅遊景點5
vq4_a6_6,彰化縣旅遊景點6
vq4_a6_7,彰化縣旅遊景點7
vq4_a6_8,彰化縣旅遊景點8
vq4_a6_9,彰化縣旅遊景點9
vq4_a6_10,彰化縣旅遊景點10
vq4_a7_1,南投縣旅遊景點1
vq4_a7_2,南投縣旅遊景點2
vq4_a7_3,南投縣旅遊景點3
vq4_a7_4,南投縣旅遊景點4
vq4_a7_5,南投縣旅遊景點5
vq4_a7_6,南投縣旅遊景點6
vq4_a7_7,南投縣旅遊景點7
vq4_a7_8,南投縣旅遊景點8
vq4_a7_9,南投縣旅遊景點9
vq4_a7_10,南投縣旅遊景點10
vq4_a8_1,雲林縣旅遊景點1
vq4_a8_2,雲林縣旅遊景點2
vq4_a8_3,雲林縣旅遊景點3
vq4_a8_4,雲林縣旅遊景點4
vq4_a8_5,雲林縣旅遊景點5
vq4_a8_6,雲林縣旅遊景點6
vq4_a8_7,雲林縣旅遊景點7
vq4_a8_8,雲林縣旅遊景點8
vq4_a8_9,雲林縣旅遊景點9
vq4_a8_10,雲林縣旅遊景點10
vq4_a9_1,嘉義縣旅遊景點1
vq4_a9_2,嘉義縣旅遊景點2
vq4_a9_3,嘉義縣旅遊景點3
vq4_a9_4,嘉義縣旅遊景點4
vq4_a9_5,嘉義縣旅遊景點5
vq4_a9_6,嘉義縣旅遊景點6
vq4_a9_7,嘉義縣旅遊景點7
vq4_a9_8,嘉義縣旅遊景點8
vq4_a9_9,嘉義縣旅遊景點9
vq4_a9_10,嘉義縣旅遊景點10
vq4_a10_1,屏東縣旅遊景點1
vq4_a10_2,屏東縣旅遊景點2
vq4_a10_3,屏東縣旅遊景點3
vq4_a10_4,屏東縣旅遊景點4
vq4_a10_5,屏東縣旅遊景點5
vq4_a10_6,屏東縣旅遊景點6
vq4_a10_7,屏東縣旅遊景點7
vq4_a10_8,屏東縣旅遊景點8
vq4_a10_9,屏東縣旅遊景點9
vq4_a10_10,屏東縣旅遊景點10
vq4_a11_1,台東縣旅遊景點1
vq4_a11_2,台東縣旅遊景點2
vq4_a11_3,台東縣旅遊景點3
vq4_a11_4,台東縣旅遊景點4
vq4_a11_5,台東縣旅遊景點5
vq4_a11_6,台東縣旅遊景點6
vq4_a11_7,台東縣旅遊景點7
vq4_a11_8,台東縣旅遊景點8
vq4_a11_9,台東縣旅遊景點9
vq4_a11_10,台東縣旅遊景點10
vq4_a12_1,花蓮縣旅遊景點1
vq4_a12_2,花蓮縣旅遊景點2
vq4_a12_3,花蓮縣旅遊景點3
vq4_a12_4,花蓮縣旅遊景點4
vq4_a12_5,花蓮縣旅遊景點5
vq4_a12_6,花蓮縣旅遊景點6
vq4_a12_7,花蓮縣旅遊景點7
vq4_a12_8,花蓮縣旅遊景點8
vq4_a12_9,花蓮縣旅遊景點9
vq4_a12_10,花蓮縣旅遊景點10
vq4_a13_1,澎湖縣旅遊景點1
vq4_a13_2,澎湖縣旅遊景點2
vq4_a13_3,澎湖縣旅遊景點3
vq4_a13_4,澎湖縣旅遊景點4
vq4_a13_5,澎湖縣旅遊景點5
vq4_a13_6,澎湖縣旅遊景點6
vq4_a13_7,澎湖縣旅遊景點7
vq4_a13_8,澎湖縣旅遊景點8
vq4_a13_9,澎湖縣旅遊景點9
vq4_a13_10,澎湖縣旅遊景點10
vq4_a14_1,基隆市旅遊景點1
vq4_a14_2,基隆市旅遊景點2
vq4_a14_3,基隆市旅遊景點3
vq4_a14_4,基隆市旅遊景點4
vq4_a14_5,基隆市旅遊景點5
vq4_a14_6,基隆市旅遊景點6
vq4_a14_7,基隆市旅遊景點7
vq4_a14_8,基隆市旅遊景點8
vq4_a14_9,基隆市旅遊景點9
vq4_a14_10,基隆市旅遊景點10
vq4_a15_1,新竹市旅遊景點1
vq4_a15_2,新竹市旅遊景點2
vq4_a15_3,新竹市旅遊景點3
vq4_a15_4,新竹市旅遊景點4
vq4_a15_5,新竹市旅遊景點5
vq4_a15_6,新竹市旅遊景點6
vq4_a16_1,台中市旅遊景點1
vq4_a16_2,台中市旅遊景點2
vq4_a16_3,台中市旅遊景點3
vq4_a16_4,台中市旅遊景點4
vq4_a16_5,台中市旅遊景點5
vq4_a16_6,台中市旅遊景點6
vq4_a16_7,台中市旅遊景點7
vq4_a16_8,台中市旅遊景點8
vq4_a16_9,台中市旅遊景點9
vq4_a16_10,台中市旅遊景點10
vq4_a17_1,嘉義市旅遊景點1
vq4_a17_2,嘉義市旅遊景點2
vq4_a17_3,嘉義市旅遊景點3
vq4_a17_4,嘉義市旅遊景點4
vq4_a17_5,嘉義市旅遊景點5
vq4_a17_6,嘉義市旅遊景點6
vq4_a17_7,嘉義市旅遊景點7
vq4_a17_8,嘉義市旅遊景點8
vq4_a18_1,台南市旅遊景點1
vq4_a18_2,台南市旅遊景點2
vq4_a18_3,台南市旅遊景點3
vq4_a18_4,台南市旅遊景點4
vq4_a18_5,台南市旅遊景點5
vq4_a18_6,台南市旅遊景點6
vq4_a18_7,台南市旅遊景點7
vq4_a18_8,台南市旅遊景點8
vq4_a18_9,台南市旅遊景點9
vq4_a18_10,台南市旅遊景點10
vq4_a19_1,台北市旅遊景點1
vq4_a19_2,台北市旅遊景點2
vq4_a19_3,台北市旅遊景點3
vq4_a19_4,台北市旅遊景點4
vq4_a19_5,台北市旅遊景點5
vq4_a19_6,台北市旅遊景點6
vq4_a19_7,台北市旅遊景點7
vq4_a19_8,台北市旅遊景點8
vq4_a19_9,台北市旅遊景點9
vq4_a19_10,台北市旅遊景點10
vq4_a20_1,高雄市旅遊景點1
vq4_a20_2,高雄市旅遊景點2
vq4_a20_3,高雄市旅遊景點3
vq4_a20_4,高雄市旅遊景點4
vq4_a20_5,高雄市旅遊景點5
vq4_a20_6,高雄市旅遊景點6
vq4_a20_7,高雄市旅遊景點7
vq4_a20_8,高雄市旅遊景點8
vq4_a20_9,高雄市旅遊景點9
vq4_a20_10,高雄市旅遊景點10
vq4_a21_1,金門縣旅遊景點1
vq4_a21_2,金門縣旅遊景點2
vq4_a21_3,金門縣旅遊景點3
vq4_a21_4,金門縣旅遊景點4
vq4_a21_5,金門縣旅遊景點5
vq4_a21_6,金門縣旅遊景點6
vq4_a21_7,金門縣旅遊景點7
vq4_a21_8,金門縣旅遊景點8
vq4_a21_9,金門縣旅遊景點9
vq4_a21_10,金門縣旅遊景點10
vq4_a22_1,連江縣旅遊景點1
vq4_a22_2,連江縣旅遊景點2
vq4_a22_3,連江縣旅遊景點3
vq4_a22_4,連江縣旅遊景點4
vq4_a22_5,連江縣旅遊景點5
vq4_a22_6,連江縣旅遊景點6
vq4_a22_7,連江縣旅遊景點7
vq4_a22_8,連江縣旅遊景點8
vq4_a22_9,連江縣旅遊景點9
vq4_a22_10,連江縣旅遊景點10
vq5,旅遊主要利用日期
vq5a,利用何種國定假日
vq5b,利用何種平常日
vq6,旅遊天數
vq6a,旅遊夜數
vq7,旅遊主要住宿方式
vq7a,"住宿房間(或營位),每間房(營位)每日之住宿費"
vq7b,請問是幾個人住一間(一營位)？
vq7c_1,主要住宿的縣市1
vq7c_2,主要住宿的縣市2
vq7c_3,主要住宿的縣市3
vq7c_4,主要住宿的縣市4
vq7c_5,主要住宿的縣市5
vq7c_6,主要住宿的縣市6
vq7c_7,主要住宿的縣市7
vq7c_8,主要住宿的縣市8
vq7c_9,主要住宿的縣市9
vq7c_10,主要住宿的縣市10
vq8,旅遊的主要目的
vq9,旅遊的方式
vq9_1_1,有沒有付費購買其他旅遊行程產品1
vq9_1_2,有沒有付費購買其他旅遊行程產品2
vq9_1_3,有沒有付費購買其他旅遊行程產品3
vq9_2,這次旅遊是不是由旅行社承辦?
vq9_3_1,選擇參加套裝旅遊的原因1
vq9_3_2,選擇參加套裝旅遊的原因2
vq9_3_3,選擇參加套裝旅遊的原因3
vq9_3_4,選擇參加套裝旅遊的原因4
vq9_3_5,選擇參加套裝旅遊的原因5
vq9_4_1,選擇該旅行社的原因1
vq9_4_2,選擇該旅行社的原因2
vq9_4_3,選擇該旅行社的原因3
vq9_4_4,選擇該旅行社的原因4
vq9_4_5,選擇該旅行社的原因5
vq10_1,這次旅遊主要的交通工具1
vq10_2,這次旅遊主要的交通工具2
vq10_3,這次旅遊主要的交通工具3
vq10_4,這次旅遊主要的交通工具4
vq10_5,這次旅遊主要的交通工具5
vq10_6,這次旅遊主要的交通工具6
vq10_7,這次旅遊主要的交通工具7
vq10a_1,這次是搭乘何種公民營客運1
vq10a_2,這次是搭乘何種公民營客運2
vq10b_1,這次是出租汽車或出租機車1
vq10b_2,這次是出租汽車或出租機車2
vq10c_1,這次是搭乘何種遊覽車1
vq10c_2,這次是搭乘何種遊覽車2
vq11,這次旅遊有沒有同伴？
vq11a,"旅遊的同伴,同戶(同住家人)年齡在12歲及以上的家人數"
vq11b,"旅遊的同伴,同戶(同住家人)年齡在7~11歲的家人數"
vq11c,"旅遊的同伴,同戶(同住家人)年齡在0~6歲的家人數"
vq13_1,"選擇(或規劃)這次的旅遊地點時,最主要的考慮因素1"
vq13_2,"選擇(或規劃)這次的旅遊地點時,最主要的考慮因素2"
vq13_3,"選擇(或規劃)這次的旅遊地點時,最主要的考慮因素3"
vq14_1,這次旅遊的相關資訊獲得管道1
vq14_2,這次旅遊的相關資訊獲得管道2
vq14_3,這次旅遊的相關資訊獲得管道3
vq14_4,這次旅遊的相關資訊獲得管道4
vq14_5,這次旅遊的相關資訊獲得管道5
vq14_6,這次旅遊的相關資訊獲得管道6
vq15,這次旅遊有沒有使用在網路上訂購旅遊的相關產品
vq15a_1,使用的旅遊相關產品1
vq15a_2,使用的旅遊相關產品2
vq15a_3,使用的旅遊相關產品3
vq15a_4,使用的旅遊相關產品4
vq15a_5,使用的旅遊相關產品5
vq15a_6,使用的旅遊相關產品6
vq16_1,"這次旅遊,主要從事活動項目1"
vq16_2,"這次旅遊,主要從事活動項目2"
vq16_3,"這次旅遊,主要從事活動項目3"
vq16_4,"這次旅遊,主要從事活動項目4"
vq16_5,"這次旅遊,主要從事活動項目5"
vq16_6,"這次旅遊,主要從事活動項目6"
vq16_7,"這次旅遊,主要從事活動項目7"
vq16_8,"這次旅遊,主要從事活動項目8"
vq16_9,"這次旅遊,主要從事活動項目9"
vq16_10,"這次旅遊,主要從事活動項目10"
vq16a,主要從事活動中最喜歡的活動
vb1,受訪者年齡
vb2,受訪者教育程度
vb3,受訪者職業
vb4,受訪著婚姻狀況
vb5,受訪者個人每月所得
vb6,受訪者居住縣市
vb8,受訪者性別
weight_Q6,國內旅遊費用權數
